"";"Combustivel";"Model";"Region";"ModelCode";"mad";"MCS_pValue";"Critical"
"2949";"Diesel";"M25";"R54";"D_M25_R54";0,01409;0;NA
"2950";"Diesel";"M26";"R54";"D_M26_R54";0,01029;0,4934;"*"
"2951";"Diesel";"M27";"R54";"D_M27_R54";0,01023;0,667;"*"
"2952";"Diesel";"M28";"R54";"D_M28_R54";0,01029;0,3907;"*"
"2953";"Diesel";"VECM";"R55";"D_VECM_R55";0,01323;0,2679;"*"
"2954";"Diesel";"VECM2";"R55";"D_VECM2_R55";0,0131;0,1858;"**"
"2955";"Diesel";"M1";"R55";"D_M1_R55";0,01217;0,939;"*"
"2956";"Diesel";"M12";"R55";"D_M12_R55";0,01781;0;NA
"2957";"Diesel";"M13";"R55";"D_M13_R55";0,01665;0;NA
"2958";"Diesel";"M14";"R55";"D_M14_R55";0,01741;0;NA
"2959";"Diesel";"M15";"R55";"D_M15_R55";0,01619;2e-04;NA
"2960";"Diesel";"M16";"R55";"D_M16_R55";0,01203;0,9683;"*"
"2961";"Diesel";"M17";"R55";"D_M17_R55";0,01193;0,9683;"*"
"2962";"Diesel";"M18";"R55";"D_M18_R55";0,01179;1;"*"
"2963";"Diesel";"M21";"R55";"D_M21_R55";0,01206;0,9683;"*"
"2964";"Diesel";"M22";"R55";"D_M22_R55";0,01773;0;NA
"2965";"Diesel";"M23";"R55";"D_M23_R55";0,0164;0;NA
"2966";"Diesel";"M24";"R55";"D_M24_R55";0,01714;0;NA
"2967";"Diesel";"M25";"R55";"D_M25_R55";0,01591;6e-04;NA
"2968";"Diesel";"M26";"R55";"D_M26_R55";0,01201;0,9683;"*"
"2969";"Diesel";"M27";"R55";"D_M27_R55";0,01215;0,8596;"*"
"2970";"Diesel";"M28";"R55";"D_M28_R55";0,01188;0,9683;"*"
"2971";"Diesel";"VECM";"R56";"D_VECM_R56";0,01085;0,0124;NA
"2972";"Diesel";"VECM2";"R56";"D_VECM2_R56";0,00952;1;"*"
"2973";"Diesel";"M1";"R56";"D_M1_R56";0,01022;0,1961;"**"
"2974";"Diesel";"M12";"R56";"D_M12_R56";0,01429;0;NA
"2975";"Diesel";"M13";"R56";"D_M13_R56";0,0134;0,0014;NA
"2976";"Diesel";"M14";"R56";"D_M14_R56";0,01357;2e-04;NA
"2977";"Diesel";"M15";"R56";"D_M15_R56";0,01276;0,004;NA
"2978";"Diesel";"M16";"R56";"D_M16_R56";0,0099;0,8214;"*"
"2979";"Diesel";"M17";"R56";"D_M17_R56";0,01031;0,0531;NA
"2980";"Diesel";"M18";"R56";"D_M18_R56";0,01002;0,6266;"*"
"2981";"Diesel";"M21";"R56";"D_M21_R56";0,00972;0,8258;"*"
"2982";"Diesel";"M22";"R56";"D_M22_R56";0,01412;0;NA
"2983";"Diesel";"M23";"R56";"D_M23_R56";0,0133;0,0017;NA
"2984";"Diesel";"M24";"R56";"D_M24_R56";0,01344;4e-04;NA
"2985";"Diesel";"M25";"R56";"D_M25_R56";0,01272;0,0049;NA
"2986";"Diesel";"M26";"R56";"D_M26_R56";0,00984;0,8258;"*"
"2987";"Diesel";"M27";"R56";"D_M27_R56";0,01018;0,4854;"*"
"2988";"Diesel";"M28";"R56";"D_M28_R56";0,00987;0,8258;"*"
"2989";"Diesel";"VECM";"R57";"D_VECM_R57";0,01064;0,3894;"*"
"2990";"Diesel";"VECM2";"R57";"D_VECM2_R57";0,01029;0,8563;"*"
"2991";"Diesel";"M1";"R57";"D_M1_R57";0,01112;0,0754;NA
"2992";"Diesel";"M12";"R57";"D_M12_R57";0,01648;0;NA
"2993";"Diesel";"M13";"R57";"D_M13_R57";0,01526;0;NA
"2994";"Diesel";"M14";"R57";"D_M14_R57";0,0165;0;NA
"2995";"Diesel";"M15";"R57";"D_M15_R57";0,01525;0;NA
"2996";"Diesel";"M16";"R57";"D_M16_R57";0,01031;0,8563;"*"
"2997";"Diesel";"M17";"R57";"D_M17_R57";0,01078;0,3894;"*"
"2998";"Diesel";"M18";"R57";"D_M18_R57";0,01015;1;"*"
"2999";"Diesel";"M21";"R57";"D_M21_R57";0,01097;0,3858;"*"
"3000";"Diesel";"M22";"R57";"D_M22_R57";0,01659;0;NA
"3001";"Diesel";"M23";"R57";"D_M23_R57";0,01527;0;NA
"3002";"Diesel";"M24";"R57";"D_M24_R57";0,01661;0;NA
"3003";"Diesel";"M25";"R57";"D_M25_R57";0,01532;0;NA
"3004";"Diesel";"M26";"R57";"D_M26_R57";0,01074;0,3894;"*"
"3005";"Diesel";"M27";"R57";"D_M27_R57";0,0109;0,3894;"*"
"3006";"Diesel";"M28";"R57";"D_M28_R57";0,01088;0,3894;"*"
"3007";"Diesel";"VECM";"R58";"D_VECM_R58";0,01027;0,3329;"*"
"3008";"Diesel";"VECM2";"R58";"D_VECM2_R58";0,01009;0,4757;"*"
"3009";"Diesel";"M1";"R58";"D_M1_R58";0,01084;0,0599;NA
"3010";"Diesel";"M12";"R58";"D_M12_R58";0,01697;0;NA
"3011";"Diesel";"M13";"R58";"D_M13_R58";0,01564;0;NA
"3012";"Diesel";"M14";"R58";"D_M14_R58";0,01657;0;NA
"3013";"Diesel";"M15";"R58";"D_M15_R58";0,01545;0;NA
"3014";"Diesel";"M16";"R58";"D_M16_R58";0,00953;1;"*"
"3015";"Diesel";"M17";"R58";"D_M17_R58";0,01017;0,4757;"*"
"3016";"Diesel";"M18";"R58";"D_M18_R58";0,01004;0,4757;"*"
"3017";"Diesel";"M21";"R58";"D_M21_R58";0,01019;0,4757;"*"
"3018";"Diesel";"M22";"R58";"D_M22_R58";0,01687;0;NA
"3019";"Diesel";"M23";"R58";"D_M23_R58";0,01563;0;NA
"3020";"Diesel";"M24";"R58";"D_M24_R58";0,01663;0;NA
"3021";"Diesel";"M25";"R58";"D_M25_R58";0,01557;0;NA
"3022";"Diesel";"M26";"R58";"D_M26_R58";0,0105;0,2411;"*"
"3023";"Diesel";"M27";"R58";"D_M27_R58";0,01031;0,1859;"**"
"3024";"Diesel";"M28";"R58";"D_M28_R58";0,01034;0,3812;"*"
"3025";"Diesel";"VECM";"R59";"D_VECM_R59";0,01265;2e-04;NA
"3026";"Diesel";"VECM2";"R59";"D_VECM2_R59";0,01209;0,0127;NA
"3027";"Diesel";"M1";"R59";"D_M1_R59";0,01063;0,1289;"**"
"3028";"Diesel";"M12";"R59";"D_M12_R59";0,01784;0;NA
"3029";"Diesel";"M13";"R59";"D_M13_R59";0,01695;0;NA
"3030";"Diesel";"M14";"R59";"D_M14_R59";0,01732;0;NA
"3031";"Diesel";"M15";"R59";"D_M15_R59";0,01637;0;NA
"3032";"Diesel";"M16";"R59";"D_M16_R59";0,01091;0,0139;NA
"3033";"Diesel";"M17";"R59";"D_M17_R59";0,01068;0,1289;"**"
"3034";"Diesel";"M18";"R59";"D_M18_R59";0,01006;1;"*"
"3035";"Diesel";"M21";"R59";"D_M21_R59";0,01131;0,112;"**"
"3036";"Diesel";"M22";"R59";"D_M22_R59";0,01797;0;NA
"3037";"Diesel";"M23";"R59";"D_M23_R59";0,01709;0;NA
"3038";"Diesel";"M24";"R59";"D_M24_R59";0,01751;0;NA
"3039";"Diesel";"M25";"R59";"D_M25_R59";0,01646;0;NA
"3040";"Diesel";"M26";"R59";"D_M26_R59";0,01081;0,0408;NA
"3041";"Diesel";"M27";"R59";"D_M27_R59";0,01091;0,1289;"**"
"3042";"Diesel";"M28";"R59";"D_M28_R59";0,01054;0,1289;"**"
"3043";"Diesel";"VECM";"R60";"D_VECM_R60";0,00895;1;"*"
"3044";"Diesel";"VECM2";"R60";"D_VECM2_R60";0,00899;0,6576;"*"
"3045";"Diesel";"M1";"R60";"D_M1_R60";0,00995;0,5377;"*"
"3046";"Diesel";"M12";"R60";"D_M12_R60";0,01963;0;NA
"3047";"Diesel";"M13";"R60";"D_M13_R60";0,01777;0;NA
"3048";"Diesel";"M14";"R60";"D_M14_R60";0,01905;0;NA
"3049";"Diesel";"M15";"R60";"D_M15_R60";0,01728;0;NA
"3050";"Diesel";"M16";"R60";"D_M16_R60";0,00933;0,6576;"*"
"3051";"Diesel";"M17";"R60";"D_M17_R60";0,01004;0,5377;"*"
"3052";"Diesel";"M18";"R60";"D_M18_R60";0,00984;0,5377;"*"
"3053";"Diesel";"M21";"R60";"D_M21_R60";0,01057;0,0957;NA
"3054";"Diesel";"M22";"R60";"D_M22_R60";0,01953;0;NA
"3055";"Diesel";"M23";"R60";"D_M23_R60";0,01778;0;NA
"3056";"Diesel";"M24";"R60";"D_M24_R60";0,01907;0;NA
"3057";"Diesel";"M25";"R60";"D_M25_R60";0,01743;0;NA
"3058";"Diesel";"M26";"R60";"D_M26_R60";0,01041;0,1921;"**"
"3059";"Diesel";"M27";"R60";"D_M27_R60";0,0108;0,0072;NA
"3060";"Diesel";"M28";"R60";"D_M28_R60";0,00952;0,6576;"*"
"3061";"Diesel";"VECM";"R61";"D_VECM_R61";0,0088;0,2673;"*"
"3062";"Diesel";"VECM2";"R61";"D_VECM2_R61";0,00896;0,1829;"**"
"3063";"Diesel";"M1";"R61";"D_M1_R61";0,00855;0,062;NA
"3064";"Diesel";"M12";"R61";"D_M12_R61";0,01457;0;NA
"3065";"Diesel";"M13";"R61";"D_M13_R61";0,01318;1e-04;NA
"3066";"Diesel";"M14";"R61";"D_M14_R61";0,01406;0;NA
"3067";"Diesel";"M15";"R61";"D_M15_R61";0,0126;1e-04;NA
"3068";"Diesel";"M16";"R61";"D_M16_R61";0,00822;0,51;"*"
"3069";"Diesel";"M17";"R61";"D_M17_R61";0,00855;0,51;"*"
"3070";"Diesel";"M18";"R61";"D_M18_R61";0,00774;1;"*"
"3071";"Diesel";"M21";"R61";"D_M21_R61";0,00828;0,51;"*"
"3072";"Diesel";"M22";"R61";"D_M22_R61";0,01467;0;NA
"3073";"Diesel";"M23";"R61";"D_M23_R61";0,01312;1e-04;NA
"3074";"Diesel";"M24";"R61";"D_M24_R61";0,01424;0;NA
"3075";"Diesel";"M25";"R61";"D_M25_R61";0,01267;1e-04;NA
"3076";"Diesel";"M26";"R61";"D_M26_R61";0,0078;0,8353;"*"
"3077";"Diesel";"M27";"R61";"D_M27_R61";0,00833;0,51;"*"
"3078";"Diesel";"M28";"R61";"D_M28_R61";0,0082;0,51;"*"
"3079";"Diesel";"VECM";"R62";"D_VECM_R62";0,00926;3e-04;NA
"3080";"Diesel";"VECM2";"R62";"D_VECM2_R62";0,00921;3e-04;NA
"3081";"Diesel";"M1";"R62";"D_M1_R62";0,00737;0,6562;"*"
"3082";"Diesel";"M12";"R62";"D_M12_R62";0,0132;0;NA
"3083";"Diesel";"M13";"R62";"D_M13_R62";0,01241;0;NA
"3084";"Diesel";"M14";"R62";"D_M14_R62";0,01205;0;NA
"3085";"Diesel";"M15";"R62";"D_M15_R62";0,0112;0;NA
"3086";"Diesel";"M16";"R62";"D_M16_R62";0,00799;0,0028;NA
"3087";"Diesel";"M17";"R62";"D_M17_R62";0,00738;0,6562;"*"
"3088";"Diesel";"M18";"R62";"D_M18_R62";0,0071;1;"*"
"3089";"Diesel";"M21";"R62";"D_M21_R62";0,00744;0,6562;"*"
"3090";"Diesel";"M22";"R62";"D_M22_R62";0,01317;0;NA
"3091";"Diesel";"M23";"R62";"D_M23_R62";0,01224;0;NA
"3092";"Diesel";"M24";"R62";"D_M24_R62";0,01195;0;NA
"3093";"Diesel";"M25";"R62";"D_M25_R62";0,01114;0;NA
"3094";"Diesel";"M26";"R62";"D_M26_R62";0,00774;0,2689;"*"
"3095";"Diesel";"M27";"R62";"D_M27_R62";0,00773;0,1075;"**"
"3096";"Diesel";"M28";"R62";"D_M28_R62";0,00772;0,0268;NA
"3097";"Diesel";"VECM";"R63";"D_VECM_R63";0,01038;0,0254;NA
"3098";"Diesel";"VECM2";"R63";"D_VECM2_R63";0,00965;0,5238;"*"
"3099";"Diesel";"M1";"R63";"D_M1_R63";0,00956;0,3897;"*"
"3100";"Diesel";"M12";"R63";"D_M12_R63";0,01729;0;NA
"3101";"Diesel";"M13";"R63";"D_M13_R63";0,0162;0;NA
"3102";"Diesel";"M14";"R63";"D_M14_R63";0,01644;0;NA
"3103";"Diesel";"M15";"R63";"D_M15_R63";0,01474;0;NA
"3104";"Diesel";"M16";"R63";"D_M16_R63";0,0097;0,1585;"**"
"3105";"Diesel";"M17";"R63";"D_M17_R63";0,00945;0,5238;"*"
"3106";"Diesel";"M18";"R63";"D_M18_R63";0,00894;1;"*"
"3107";"Diesel";"M21";"R63";"D_M21_R63";0,00957;0,5238;"*"
"3108";"Diesel";"M22";"R63";"D_M22_R63";0,01695;0;NA
"3109";"Diesel";"M23";"R63";"D_M23_R63";0,01578;0;NA
"3110";"Diesel";"M24";"R63";"D_M24_R63";0,01618;0;NA
"3111";"Diesel";"M25";"R63";"D_M25_R63";0,01451;0;NA
"3112";"Diesel";"M26";"R63";"D_M26_R63";0,00931;0,5238;"*"
"3113";"Diesel";"M27";"R63";"D_M27_R63";0,00952;0,5238;"*"
"3114";"Diesel";"M28";"R63";"D_M28_R63";0,00995;0,0254;NA
"3115";"Diesel";"VECM";"R64";"D_VECM_R64";0,00935;0,9068;"*"
"3116";"Diesel";"VECM2";"R64";"D_VECM2_R64";0,00899;0,9598;"*"
"3117";"Diesel";"M1";"R64";"D_M1_R64";0,00914;0,9228;"*"
"3118";"Diesel";"M12";"R64";"D_M12_R64";0,01734;0;NA
"3119";"Diesel";"M13";"R64";"D_M13_R64";0,01681;0;NA
"3120";"Diesel";"M14";"R64";"D_M14_R64";0,01675;0;NA
"3121";"Diesel";"M15";"R64";"D_M15_R64";0,01593;0;NA
"3122";"Diesel";"M16";"R64";"D_M16_R64";0,00905;0,9228;"*"
"3123";"Diesel";"M17";"R64";"D_M17_R64";0,0092;0,9207;"*"
"3124";"Diesel";"M18";"R64";"D_M18_R64";0,00886;1;"*"
"3125";"Diesel";"M21";"R64";"D_M21_R64";0,0094;0,8891;"*"
"3126";"Diesel";"M22";"R64";"D_M22_R64";0,01708;0;NA
"3127";"Diesel";"M23";"R64";"D_M23_R64";0,01648;0;NA
"3128";"Diesel";"M24";"R64";"D_M24_R64";0,01655;0;NA
"3129";"Diesel";"M25";"R64";"D_M25_R64";0,01571;0;NA
"3130";"Diesel";"M26";"R64";"D_M26_R64";0,0089;0,9598;"*"
"3131";"Diesel";"M27";"R64";"D_M27_R64";0,00918;0,9228;"*"
"3132";"Diesel";"M28";"R64";"D_M28_R64";0,00963;0,0526;NA
"3133";"Diesel";"VECM";"R65";"D_VECM_R65";0,01063;0,0249;NA
"3134";"Diesel";"VECM2";"R65";"D_VECM2_R65";0,00937;0,8196;"*"
"3135";"Diesel";"M1";"R65";"D_M1_R65";0,00999;0,0554;NA
"3136";"Diesel";"M12";"R65";"D_M12_R65";0,01731;0;NA
"3137";"Diesel";"M13";"R65";"D_M13_R65";0,01622;0;NA
"3138";"Diesel";"M14";"R65";"D_M14_R65";0,016;0;NA
"3139";"Diesel";"M15";"R65";"D_M15_R65";0,01467;0;NA
"3140";"Diesel";"M16";"R65";"D_M16_R65";0,00927;0,7013;"*"
"3141";"Diesel";"M17";"R65";"D_M17_R65";0,00931;0,8196;"*"
"3142";"Diesel";"M18";"R65";"D_M18_R65";0,00881;1;"*"
"3143";"Diesel";"M21";"R65";"D_M21_R65";0,00933;0,8196;"*"
"3144";"Diesel";"M22";"R65";"D_M22_R65";0,01722;0;NA
"3145";"Diesel";"M23";"R65";"D_M23_R65";0,01595;0;NA
"3146";"Diesel";"M24";"R65";"D_M24_R65";0,01586;0;NA
"3147";"Diesel";"M25";"R65";"D_M25_R65";0,01437;0;NA
"3148";"Diesel";"M26";"R65";"D_M26_R65";0,0091;0,8196;"*"
"3149";"Diesel";"M27";"R65";"D_M27_R65";0,00952;0,4913;"*"
"3150";"Diesel";"M28";"R65";"D_M28_R65";0,00914;0,8196;"*"
"3151";"Diesel";"VECM";"R66";"D_VECM_R66";0,00946;0,976;"*"
"3152";"Diesel";"VECM2";"R66";"D_VECM2_R66";0,0094;1;"*"
"3153";"Diesel";"M1";"R66";"D_M1_R66";0,01019;0,6442;"*"
"3154";"Diesel";"M12";"R66";"D_M12_R66";0,01763;0;NA
"3155";"Diesel";"M13";"R66";"D_M13_R66";0,01616;0;NA
"3156";"Diesel";"M14";"R66";"D_M14_R66";0,01677;0;NA
"3157";"Diesel";"M15";"R66";"D_M15_R66";0,01506;0;NA
"3158";"Diesel";"M16";"R66";"D_M16_R66";0,00975;0,9705;"*"
"3159";"Diesel";"M17";"R66";"D_M17_R66";0,00983;0,9705;"*"
"3160";"Diesel";"M18";"R66";"D_M18_R66";0,00962;0,976;"*"
"3161";"Diesel";"M21";"R66";"D_M21_R66";0,00989;0,9705;"*"
"3162";"Diesel";"M22";"R66";"D_M22_R66";0,01736;0;NA
"3163";"Diesel";"M23";"R66";"D_M23_R66";0,0158;0;NA
"3164";"Diesel";"M24";"R66";"D_M24_R66";0,01663;0;NA
"3165";"Diesel";"M25";"R66";"D_M25_R66";0,0149;0;NA
"3166";"Diesel";"M26";"R66";"D_M26_R66";0,00954;0,976;"*"
"3167";"Diesel";"M27";"R66";"D_M27_R66";0,01006;0,7432;"*"
"3168";"Diesel";"M28";"R66";"D_M28_R66";0,01005;0,6442;"*"
"3169";"Diesel";"VECM";"R67";"D_VECM_R67";0,00923;0,5551;"*"
"3170";"Diesel";"VECM2";"R67";"D_VECM2_R67";0,00854;0,9168;"*"
"3171";"Diesel";"M1";"R67";"D_M1_R67";0,00873;0,8971;"*"
"3172";"Diesel";"M12";"R67";"D_M12_R67";0,01655;0;NA
"3173";"Diesel";"M13";"R67";"D_M13_R67";0,01552;0;NA
"3174";"Diesel";"M14";"R67";"D_M14_R67";0,01512;0;NA
"3175";"Diesel";"M15";"R67";"D_M15_R67";0,01379;0;NA
"3176";"Diesel";"M16";"R67";"D_M16_R67";0,00912;0,2382;"*"
"3177";"Diesel";"M17";"R67";"D_M17_R67";0,00918;0,4328;"*"
"3178";"Diesel";"M18";"R67";"D_M18_R67";0,00849;1;"*"
"3179";"Diesel";"M21";"R67";"D_M21_R67";0,00875;0,8971;"*"
"3180";"Diesel";"M22";"R67";"D_M22_R67";0,01645;0;NA
"3181";"Diesel";"M23";"R67";"D_M23_R67";0,01538;0;NA
"3182";"Diesel";"M24";"R67";"D_M24_R67";0,01502;0;NA
"3183";"Diesel";"M25";"R67";"D_M25_R67";0,01354;0;NA
"3184";"Diesel";"M26";"R67";"D_M26_R67";0,00873;0,8971;"*"
"3185";"Diesel";"M27";"R67";"D_M27_R67";0,00887;0,8971;"*"
"3186";"Diesel";"M28";"R67";"D_M28_R67";0,0091;0,1522;"**"
"3187";"Diesel";"VECM";"R68";"D_VECM_R68";0,00917;0,5992;"*"
"3188";"Diesel";"VECM2";"R68";"D_VECM2_R68";0,00881;1;"*"
"3189";"Diesel";"M1";"R68";"D_M1_R68";0,00957;0,1432;"**"
"3190";"Diesel";"M12";"R68";"D_M12_R68";0,01776;0;NA
"3191";"Diesel";"M13";"R68";"D_M13_R68";0,01676;0;NA
"3192";"Diesel";"M14";"R68";"D_M14_R68";0,01711;0;NA
"3193";"Diesel";"M15";"R68";"D_M15_R68";0,01545;0;NA
"3194";"Diesel";"M16";"R68";"D_M16_R68";0,00983;0,0292;NA
"3195";"Diesel";"M17";"R68";"D_M17_R68";0,00936;0,441;"*"
"3196";"Diesel";"M18";"R68";"D_M18_R68";0,00881;0,9993;"*"
"3197";"Diesel";"M21";"R68";"D_M21_R68";0,00959;0,4078;"*"
"3198";"Diesel";"M22";"R68";"D_M22_R68";0,01756;0;NA
"3199";"Diesel";"M23";"R68";"D_M23_R68";0,01631;0;NA
"3200";"Diesel";"M24";"R68";"D_M24_R68";0,01676;0;NA
"3201";"Diesel";"M25";"R68";"D_M25_R68";0,01501;0;NA
"3202";"Diesel";"M26";"R68";"D_M26_R68";0,00926;0,4078;"*"
"3203";"Diesel";"M27";"R68";"D_M27_R68";0,0094;0,441;"*"
"3204";"Diesel";"M28";"R68";"D_M28_R68";0,00944;0,1432;"**"
"3205";"Diesel";"VECM";"R69";"D_VECM_R69";0,00729;0,9121;"*"
"3206";"Diesel";"VECM2";"R69";"D_VECM2_R69";0,00746;0,8243;"*"
"3207";"Diesel";"M1";"R69";"D_M1_R69";0,00802;0,0769;NA
"3208";"Diesel";"M12";"R69";"D_M12_R69";0,0157;0;NA
"3209";"Diesel";"M13";"R69";"D_M13_R69";0,01499;0;NA
"3210";"Diesel";"M14";"R69";"D_M14_R69";0,01461;0;NA
"3211";"Diesel";"M15";"R69";"D_M15_R69";0,01345;0;NA
"3212";"Diesel";"M16";"R69";"D_M16_R69";0,00804;0,0463;NA
"3213";"Diesel";"M17";"R69";"D_M17_R69";0,00789;0,1227;"**"
"3214";"Diesel";"M18";"R69";"D_M18_R69";0,00726;1;"*"
"3215";"Diesel";"M21";"R69";"D_M21_R69";0,00827;0,0885;NA
"3216";"Diesel";"M22";"R69";"D_M22_R69";0,01561;0;NA
"3217";"Diesel";"M23";"R69";"D_M23_R69";0,01465;0;NA
"3218";"Diesel";"M24";"R69";"D_M24_R69";0,0144;0;NA
"3219";"Diesel";"M25";"R69";"D_M25_R69";0,0132;0;NA
"3220";"Diesel";"M26";"R69";"D_M26_R69";0,00768;0,1678;"**"
"3221";"Diesel";"M27";"R69";"D_M27_R69";0,00798;0,1227;"**"
"3222";"Diesel";"M28";"R69";"D_M28_R69";0,00801;0,0031;NA
"3223";"Diesel";"VECM";"R70";"D_VECM_R70";0,01059;0,1217;"**"
"3224";"Diesel";"VECM2";"R70";"D_VECM2_R70";0,00931;1;"*"
"3225";"Diesel";"M1";"R70";"D_M1_R70";0,01284;0,0186;NA
"3226";"Diesel";"M12";"R70";"D_M12_R70";0,01818;0;NA
"3227";"Diesel";"M13";"R70";"D_M13_R70";0,01727;0;NA
"3228";"Diesel";"M14";"R70";"D_M14_R70";0,01775;0;NA
"3229";"Diesel";"M15";"R70";"D_M15_R70";0,0171;0;NA
"3230";"Diesel";"M16";"R70";"D_M16_R70";0,01152;0,1626;"**"
"3231";"Diesel";"M17";"R70";"D_M17_R70";0,01248;0,1217;"**"
"3232";"Diesel";"M18";"R70";"D_M18_R70";0,01157;0,1626;"**"
"3233";"Diesel";"M21";"R70";"D_M21_R70";0,01253;0,1217;"**"
"3234";"Diesel";"M22";"R70";"D_M22_R70";0,01806;0;NA
"3235";"Diesel";"M23";"R70";"D_M23_R70";0,01709;0;NA
"3236";"Diesel";"M24";"R70";"D_M24_R70";0,01759;0;NA
"3237";"Diesel";"M25";"R70";"D_M25_R70";0,0169;0;NA
"3238";"Diesel";"M26";"R70";"D_M26_R70";0,01157;0,1626;"**"
"3239";"Diesel";"M27";"R70";"D_M27_R70";0,01189;0,1626;"**"
"3240";"Diesel";"M28";"R70";"D_M28_R70";0,01206;0,1217;"**"
"3241";"Diesel";"VECM";"R71";"D_VECM_R71";0,01103;0,8522;"*"
"3242";"Diesel";"VECM2";"R71";"D_VECM2_R71";0,01103;0,8522;"*"
"3243";"Diesel";"M1";"R71";"D_M1_R71";0,01157;0,2366;"*"
"3244";"Diesel";"M12";"R71";"D_M12_R71";0,01671;0;NA
"3245";"Diesel";"M13";"R71";"D_M13_R71";0,01576;0;NA
"3246";"Diesel";"M14";"R71";"D_M14_R71";0,01611;0;NA
"3247";"Diesel";"M15";"R71";"D_M15_R71";0,01493;1e-04;NA
"3248";"Diesel";"M16";"R71";"D_M16_R71";0,01136;0,3168;"*"
"3249";"Diesel";"M17";"R71";"D_M17_R71";0,01175;0,1381;"**"
"3250";"Diesel";"M18";"R71";"D_M18_R71";0,01057;1;"*"
"3251";"Diesel";"M21";"R71";"D_M21_R71";0,01144;0,3168;"*"
"3252";"Diesel";"M22";"R71";"D_M22_R71";0,01685;0;NA
"3253";"Diesel";"M23";"R71";"D_M23_R71";0,01573;0;NA
"3254";"Diesel";"M24";"R71";"D_M24_R71";0,01623;0;NA
"3255";"Diesel";"M25";"R71";"D_M25_R71";0,01504;0;NA
"3256";"Diesel";"M26";"R71";"D_M26_R71";0,01075;0,8522;"*"
"3257";"Diesel";"M27";"R71";"D_M27_R71";0,01213;0,0195;NA
"3258";"Diesel";"M28";"R71";"D_M28_R71";0,01133;0,3143;"*"
"3259";"Diesel";"VECM";"R72";"D_VECM_R72";0,01043;0,1089;"**"
"3260";"Diesel";"VECM2";"R72";"D_VECM2_R72";0,01018;0,121;"**"
"3261";"Diesel";"M1";"R72";"D_M1_R72";0,0102;0,0772;NA
"3262";"Diesel";"M12";"R72";"D_M12_R72";0,01649;0;NA
"3263";"Diesel";"M13";"R72";"D_M13_R72";0,01547;0;NA
"3264";"Diesel";"M14";"R72";"D_M14_R72";0,0154;0;NA
"3265";"Diesel";"M15";"R72";"D_M15_R72";0,0144;0;NA
"3266";"Diesel";"M16";"R72";"D_M16_R72";0,01007;0,0412;NA
"3267";"Diesel";"M17";"R72";"D_M17_R72";0,01009;0,1089;"**"
"3268";"Diesel";"M18";"R72";"D_M18_R72";0,00928;1;"*"
"3269";"Diesel";"M21";"R72";"D_M21_R72";0,0104;0,0924;NA
"3270";"Diesel";"M22";"R72";"D_M22_R72";0,01636;0;NA
"3271";"Diesel";"M23";"R72";"D_M23_R72";0,01522;0;NA
"3272";"Diesel";"M24";"R72";"D_M24_R72";0,01534;0;NA
"3273";"Diesel";"M25";"R72";"D_M25_R72";0,01429;0;NA
"3274";"Diesel";"M26";"R72";"D_M26_R72";0,00928;0,9814;"*"
"3275";"Diesel";"M27";"R72";"D_M27_R72";0,01028;0,1089;"**"
"3276";"Diesel";"M28";"R72";"D_M28_R72";0,00983;0,1202;"**"
"3277";"Diesel";"VECM";"R73";"D_VECM_R73";0,00991;0,025;NA
"3278";"Diesel";"VECM2";"R73";"D_VECM2_R73";0,00961;0,0758;NA
"3279";"Diesel";"M1";"R73";"D_M1_R73";0,00925;0,0059;NA
"3280";"Diesel";"M12";"R73";"D_M12_R73";0,01651;0;NA
"3281";"Diesel";"M13";"R73";"D_M13_R73";0,01526;0;NA
"3282";"Diesel";"M14";"R73";"D_M14_R73";0,01542;0;NA
"3283";"Diesel";"M15";"R73";"D_M15_R73";0,01418;0;NA
"3284";"Diesel";"M16";"R73";"D_M16_R73";0,00894;0,0758;NA
"3285";"Diesel";"M17";"R73";"D_M17_R73";0,00902;0,0758;NA
"3286";"Diesel";"M18";"R73";"D_M18_R73";0,00819;1;"*"
"3287";"Diesel";"M21";"R73";"D_M21_R73";0,00905;0,0758;NA
"3288";"Diesel";"M22";"R73";"D_M22_R73";0,01635;0;NA
"3289";"Diesel";"M23";"R73";"D_M23_R73";0,01501;0;NA
"3290";"Diesel";"M24";"R73";"D_M24_R73";0,01518;0;NA
"3291";"Diesel";"M25";"R73";"D_M25_R73";0,01392;0;NA
"3292";"Diesel";"M26";"R73";"D_M26_R73";0,00877;0,0758;NA
"3293";"Diesel";"M27";"R73";"D_M27_R73";0,0092;0,0117;NA
"3294";"Diesel";"M28";"R73";"D_M28_R73";0,00863;0,0758;NA
"3295";"Diesel";"VECM";"R74";"D_VECM_R74";0,00974;0,5825;"*"
"3296";"Diesel";"VECM2";"R74";"D_VECM2_R74";0,00978;0,5825;"*"
"3297";"Diesel";"M1";"R74";"D_M1_R74";0,0098;0,3657;"*"
"3298";"Diesel";"M12";"R74";"D_M12_R74";0,01636;0;NA
"3299";"Diesel";"M13";"R74";"D_M13_R74";0,01569;0;NA
"3300";"Diesel";"M14";"R74";"D_M14_R74";0,01597;0;NA
"3301";"Diesel";"M15";"R74";"D_M15_R74";0,01537;0;NA
"3302";"Diesel";"M16";"R74";"D_M16_R74";0,00958;0,3657;"*"
