"";"Combustivel";"Model";"Region";"ModelCode";"mad";"MCS_pValue";"Critical"
"2596";"Diesel";"M12";"R35";"D_M12_R35";0,01759;7e-04;NA
"2597";"Diesel";"M13";"R35";"D_M13_R35";0,01763;2e-04;NA
"2598";"Diesel";"M14";"R35";"D_M14_R35";0,01734;6e-04;NA
"2599";"Diesel";"M15";"R35";"D_M15_R35";0,01703;0,0014;NA
"2600";"Diesel";"M16";"R35";"D_M16_R35";0,0133;1;"*"
"2601";"Diesel";"M17";"R35";"D_M17_R35";0,01375;0,6113;"*"
"2602";"Diesel";"M18";"R35";"D_M18_R35";0,01344;0,966;"*"
"2603";"Diesel";"M21";"R35";"D_M21_R35";0,01342;0,966;"*"
"2604";"Diesel";"M22";"R35";"D_M22_R35";0,01758;7e-04;NA
"2605";"Diesel";"M23";"R35";"D_M23_R35";0,01777;1e-04;NA
"2606";"Diesel";"M24";"R35";"D_M24_R35";0,01746;5e-04;NA
"2607";"Diesel";"M25";"R35";"D_M25_R35";0,01725;7e-04;NA
"2608";"Diesel";"M26";"R35";"D_M26_R35";0,01338;0,966;"*"
"2609";"Diesel";"M27";"R35";"D_M27_R35";0,01336;0,966;"*"
"2610";"Diesel";"M28";"R35";"D_M28_R35";0,01353;0,6567;"*"
"2611";"Diesel";"VECM";"R36";"D_VECM_R36";0,00925;0,0303;NA
"2612";"Diesel";"VECM2";"R36";"D_VECM2_R36";0,00888;0,185;"**"
"2613";"Diesel";"M1";"R36";"D_M1_R36";0,00901;0,0479;NA
"2614";"Diesel";"M12";"R36";"D_M12_R36";0,01489;0;NA
"2615";"Diesel";"M13";"R36";"D_M13_R36";0,0155;0;NA
"2616";"Diesel";"M14";"R36";"D_M14_R36";0,01335;0;NA
"2617";"Diesel";"M15";"R36";"D_M15_R36";0,01424;0;NA
"2618";"Diesel";"M16";"R36";"D_M16_R36";0,00879;0,0696;NA
"2619";"Diesel";"M17";"R36";"D_M17_R36";0,00869;0,1066;"**"
"2620";"Diesel";"M18";"R36";"D_M18_R36";0,00815;1;"*"
"2621";"Diesel";"M21";"R36";"D_M21_R36";0,00858;0,185;"**"
"2622";"Diesel";"M22";"R36";"D_M22_R36";0,01467;0;NA
"2623";"Diesel";"M23";"R36";"D_M23_R36";0,01542;0;NA
"2624";"Diesel";"M24";"R36";"D_M24_R36";0,0132;0;NA
"2625";"Diesel";"M25";"R36";"D_M25_R36";0,01424;0;NA
"2626";"Diesel";"M26";"R36";"D_M26_R36";0,00875;0,0665;NA
"2627";"Diesel";"M27";"R36";"D_M27_R36";0,00851;0,185;"**"
"2628";"Diesel";"M28";"R36";"D_M28_R36";0,00845;0,185;"**"
"2629";"Diesel";"VECM";"R37";"D_VECM_R37";0,01031;0,3474;"*"
"2630";"Diesel";"VECM2";"R37";"D_VECM2_R37";0,01034;0,3474;"*"
"2631";"Diesel";"M1";"R37";"D_M1_R37";0,01022;0,0333;NA
"2632";"Diesel";"M12";"R37";"D_M12_R37";0,01746;0;NA
"2633";"Diesel";"M13";"R37";"D_M13_R37";0,01637;0;NA
"2634";"Diesel";"M14";"R37";"D_M14_R37";0,01681;0;NA
"2635";"Diesel";"M15";"R37";"D_M15_R37";0,01548;0;NA
"2636";"Diesel";"M16";"R37";"D_M16_R37";0,01004;0,0564;NA
"2637";"Diesel";"M17";"R37";"D_M17_R37";0,01036;0,0197;NA
"2638";"Diesel";"M18";"R37";"D_M18_R37";0,00942;1;"*"
"2639";"Diesel";"M21";"R37";"D_M21_R37";0,01044;0,0317;NA
"2640";"Diesel";"M22";"R37";"D_M22_R37";0,01715;0;NA
"2641";"Diesel";"M23";"R37";"D_M23_R37";0,01628;0;NA
"2642";"Diesel";"M24";"R37";"D_M24_R37";0,0166;0;NA
"2643";"Diesel";"M25";"R37";"D_M25_R37";0,0155;0;NA
"2644";"Diesel";"M26";"R37";"D_M26_R37";0,00979;0,3474;"*"
"2645";"Diesel";"M27";"R37";"D_M27_R37";0,01029;0,0333;NA
"2646";"Diesel";"M28";"R37";"D_M28_R37";0,00953;0,5678;"*"
"2647";"Diesel";"VECM";"R38";"D_VECM_R38";0,00719;1;"*"
"2648";"Diesel";"VECM2";"R38";"D_VECM2_R38";0,00924;2e-04;NA
"2649";"Diesel";"M1";"R38";"D_M1_R38";0,00772;0,8714;"*"
"2650";"Diesel";"M12";"R38";"D_M12_R38";0,01789;0;NA
"2651";"Diesel";"M13";"R38";"D_M13_R38";0,01369;0;NA
"2652";"Diesel";"M14";"R38";"D_M14_R38";0,0163;0;NA
"2653";"Diesel";"M15";"R38";"D_M15_R38";0,01206;6e-04;NA
"2654";"Diesel";"M16";"R38";"D_M16_R38";0,0086;0,0438;NA
"2655";"Diesel";"M17";"R38";"D_M17_R38";0,00749;0,8714;"*"
"2656";"Diesel";"M18";"R38";"D_M18_R38";0,00769;0,8714;"*"
"2657";"Diesel";"M21";"R38";"D_M21_R38";0,00777;0,8396;"*"
"2658";"Diesel";"M22";"R38";"D_M22_R38";0,01773;0;NA
"2659";"Diesel";"M23";"R38";"D_M23_R38";0,01351;0;NA
"2660";"Diesel";"M24";"R38";"D_M24_R38";0,01595;0;NA
"2661";"Diesel";"M25";"R38";"D_M25_R38";0,01206;2e-04;NA
"2662";"Diesel";"M26";"R38";"D_M26_R38";0,0076;0,8714;"*"
"2663";"Diesel";"M27";"R38";"D_M27_R38";0,0076;0,8714;"*"
"2664";"Diesel";"M28";"R38";"D_M28_R38";0,0077;0,8714;"*"
"2665";"Diesel";"VECM";"R39";"D_VECM_R39";0,01187;0,5209;"*"
"2666";"Diesel";"VECM2";"R39";"D_VECM2_R39";0,01192;0,5031;"*"
"2667";"Diesel";"M1";"R39";"D_M1_R39";0,01115;0,9238;"*"
"2668";"Diesel";"M12";"R39";"D_M12_R39";0,01835;0;NA
"2669";"Diesel";"M13";"R39";"D_M13_R39";0,01693;0;NA
"2670";"Diesel";"M14";"R39";"D_M14_R39";0,01768;0;NA
"2671";"Diesel";"M15";"R39";"D_M15_R39";0,01667;0;NA
"2672";"Diesel";"M16";"R39";"D_M16_R39";0,01098;0,9804;"*"
"2673";"Diesel";"M17";"R39";"D_M17_R39";0,01141;0,6443;"*"
"2674";"Diesel";"M18";"R39";"D_M18_R39";0,01089;0,9831;"*"
"2675";"Diesel";"M21";"R39";"D_M21_R39";0,0114;0,5031;"*"
"2676";"Diesel";"M22";"R39";"D_M22_R39";0,01837;0;NA
"2677";"Diesel";"M23";"R39";"D_M23_R39";0,01679;0;NA
"2678";"Diesel";"M24";"R39";"D_M24_R39";0,01779;0;NA
"2679";"Diesel";"M25";"R39";"D_M25_R39";0,01651;0;NA
"2680";"Diesel";"M26";"R39";"D_M26_R39";0,01084;1;"*"
"2681";"Diesel";"M27";"R39";"D_M27_R39";0,01084;0,9966;"*"
"2682";"Diesel";"M28";"R39";"D_M28_R39";0,01096;0,9804;"*"
"2683";"Diesel";"VECM";"R40";"D_VECM_R40";0,00963;0,0066;NA
"2684";"Diesel";"VECM2";"R40";"D_VECM2_R40";0,0096;0,0634;NA
"2685";"Diesel";"M1";"R40";"D_M1_R40";0,00817;0,9914;"*"
"2686";"Diesel";"M12";"R40";"D_M12_R40";0,01587;0;NA
"2687";"Diesel";"M13";"R40";"D_M13_R40";0,01556;0;NA
"2688";"Diesel";"M14";"R40";"D_M14_R40";0,01491;0;NA
"2689";"Diesel";"M15";"R40";"D_M15_R40";0,01397;0;NA
"2690";"Diesel";"M16";"R40";"D_M16_R40";0,00831;0,9874;"*"
"2691";"Diesel";"M17";"R40";"D_M17_R40";0,00827;0,9914;"*"
"2692";"Diesel";"M18";"R40";"D_M18_R40";0,00847;0,9182;"*"
"2693";"Diesel";"M21";"R40";"D_M21_R40";0,0082;0,9914;"*"
"2694";"Diesel";"M22";"R40";"D_M22_R40";0,01571;0;NA
"2695";"Diesel";"M23";"R40";"D_M23_R40";0,01507;0;NA
"2696";"Diesel";"M24";"R40";"D_M24_R40";0,01485;0;NA
"2697";"Diesel";"M25";"R40";"D_M25_R40";0,01369;0;NA
"2698";"Diesel";"M26";"R40";"D_M26_R40";0,00815;1;"*"
"2699";"Diesel";"M27";"R40";"D_M27_R40";0,00825;0,9914;"*"
"2700";"Diesel";"M28";"R40";"D_M28_R40";0,00866;0,7482;"*"
"2701";"Diesel";"VECM";"R41";"D_VECM_R41";0,00867;0,3716;"*"
"2702";"Diesel";"VECM2";"R41";"D_VECM2_R41";0,0089;0,3514;"*"
"2703";"Diesel";"M1";"R41";"D_M1_R41";0,00852;0,3716;"*"
"2704";"Diesel";"M12";"R41";"D_M12_R41";0,01421;0;NA
"2705";"Diesel";"M13";"R41";"D_M13_R41";0,01374;0;NA
"2706";"Diesel";"M14";"R41";"D_M14_R41";0,01356;0;NA
"2707";"Diesel";"M15";"R41";"D_M15_R41";0,01253;3e-04;NA
"2708";"Diesel";"M16";"R41";"D_M16_R41";0,00835;0,3716;"*"
"2709";"Diesel";"M17";"R41";"D_M17_R41";0,0084;0,3716;"*"
"2710";"Diesel";"M18";"R41";"D_M18_R41";0,00794;1;"*"
"2711";"Diesel";"M21";"R41";"D_M21_R41";0,00876;0,251;"*"
"2712";"Diesel";"M22";"R41";"D_M22_R41";0,01423;0;NA
"2713";"Diesel";"M23";"R41";"D_M23_R41";0,01357;0;NA
"2714";"Diesel";"M24";"R41";"D_M24_R41";0,0134;0;NA
"2715";"Diesel";"M25";"R41";"D_M25_R41";0,01241;4e-04;NA
"2716";"Diesel";"M26";"R41";"D_M26_R41";0,00837;0,3716;"*"
"2717";"Diesel";"M27";"R41";"D_M27_R41";0,00857;0,3716;"*"
"2718";"Diesel";"M28";"R41";"D_M28_R41";0,00883;0,0149;NA
"2719";"Diesel";"VECM";"R42";"D_VECM_R42";0,01159;0,6573;"*"
"2720";"Diesel";"VECM2";"R42";"D_VECM2_R42";0,01116;0,9632;"*"
"2721";"Diesel";"M1";"R42";"D_M1_R42";0,01116;0,9533;"*"
"2722";"Diesel";"M12";"R42";"D_M12_R42";0,01594;0;NA
"2723";"Diesel";"M13";"R42";"D_M13_R42";0,0158;0;NA
"2724";"Diesel";"M14";"R42";"D_M14_R42";0,01453;0,005;NA
"2725";"Diesel";"M15";"R42";"D_M15_R42";0,01407;0,0138;NA
"2726";"Diesel";"M16";"R42";"D_M16_R42";0,01099;0,9979;"*"
"2727";"Diesel";"M17";"R42";"D_M17_R42";0,01136;0,7058;"*"
"2728";"Diesel";"M18";"R42";"D_M18_R42";0,01098;0,9979;"*"
"2729";"Diesel";"M21";"R42";"D_M21_R42";0,01147;0,6139;"*"
"2730";"Diesel";"M22";"R42";"D_M22_R42";0,01592;0;NA
"2731";"Diesel";"M23";"R42";"D_M23_R42";0,01562;0;NA
"2732";"Diesel";"M24";"R42";"D_M24_R42";0,01448;0,0032;NA
"2733";"Diesel";"M25";"R42";"D_M25_R42";0,01397;0,0159;NA
"2734";"Diesel";"M26";"R42";"D_M26_R42";0,01097;1;"*"
"2735";"Diesel";"M27";"R42";"D_M27_R42";0,01117;0,9533;"*"
"2736";"Diesel";"M28";"R42";"D_M28_R42";0,01157;0,2359;"*"
"2737";"Diesel";"VECM";"R43";"D_VECM_R43";0,00947;0,0468;NA
"2738";"Diesel";"VECM2";"R43";"D_VECM2_R43";0,00977;0,0088;NA
"2739";"Diesel";"M1";"R43";"D_M1_R43";0,00795;0,9919;"*"
"2740";"Diesel";"M12";"R43";"D_M12_R43";0,0148;0;NA
"2741";"Diesel";"M13";"R43";"D_M13_R43";0,01355;0;NA
"2742";"Diesel";"M14";"R43";"D_M14_R43";0,01369;0;NA
"2743";"Diesel";"M15";"R43";"D_M15_R43";0,01237;0;NA
"2744";"Diesel";"M16";"R43";"D_M16_R43";0,00817;0,8322;"*"
"2745";"Diesel";"M17";"R43";"D_M17_R43";0,00788;0,9945;"*"
"2746";"Diesel";"M18";"R43";"D_M18_R43";0,00788;0,9945;"*"
"2747";"Diesel";"M21";"R43";"D_M21_R43";0,00786;0,9945;"*"
"2748";"Diesel";"M22";"R43";"D_M22_R43";0,01469;0;NA
"2749";"Diesel";"M23";"R43";"D_M23_R43";0,01325;0;NA
"2750";"Diesel";"M24";"R43";"D_M24_R43";0,01336;0;NA
"2751";"Diesel";"M25";"R43";"D_M25_R43";0,01208;0;NA
"2752";"Diesel";"M26";"R43";"D_M26_R43";0,00786;0,9945;"*"
"2753";"Diesel";"M27";"R43";"D_M27_R43";0,0078;1;"*"
"2754";"Diesel";"M28";"R43";"D_M28_R43";0,00803;0,9758;"*"
"2755";"Diesel";"VECM";"R44";"D_VECM_R44";0,00881;0,1984;"**"
"2756";"Diesel";"VECM2";"R44";"D_VECM2_R44";0,00816;0,581;"*"
"2757";"Diesel";"M1";"R44";"D_M1_R44";0,00857;0,0649;NA
"2758";"Diesel";"M12";"R44";"D_M12_R44";0,0152;0;NA
"2759";"Diesel";"M13";"R44";"D_M13_R44";0,01464;0;NA
"2760";"Diesel";"M14";"R44";"D_M14_R44";0,01444;0;NA
"2761";"Diesel";"M15";"R44";"D_M15_R44";0,0134;0;NA
"2762";"Diesel";"M16";"R44";"D_M16_R44";0,00816;0,4079;"*"
"2763";"Diesel";"M17";"R44";"D_M17_R44";0,00819;0,3511;"*"
"2764";"Diesel";"M18";"R44";"D_M18_R44";0,00773;1;"*"
"2765";"Diesel";"M21";"R44";"D_M21_R44";0,00861;0,1622;"**"
"2766";"Diesel";"M22";"R44";"D_M22_R44";0,01503;0;NA
"2767";"Diesel";"M23";"R44";"D_M23_R44";0,01424;0;NA
"2768";"Diesel";"M24";"R44";"D_M24_R44";0,01407;0;NA
"2769";"Diesel";"M25";"R44";"D_M25_R44";0,01297;0;NA
"2770";"Diesel";"M26";"R44";"D_M26_R44";0,0082;0,3511;"*"
"2771";"Diesel";"M27";"R44";"D_M27_R44";0,00788;0,6021;"*"
"2772";"Diesel";"M28";"R44";"D_M28_R44";0,00827;0,1984;"**"
"2773";"Diesel";"VECM";"R45";"D_VECM_R45";0,01001;2e-04;NA
"2774";"Diesel";"VECM2";"R45";"D_VECM2_R45";0,00837;1;"*"
"2775";"Diesel";"M1";"R45";"D_M1_R45";0,00892;0,8264;"*"
"2776";"Diesel";"M12";"R45";"D_M12_R45";0,01441;0;NA
"2777";"Diesel";"M13";"R45";"D_M13_R45";0,01379;0;NA
"2778";"Diesel";"M14";"R45";"D_M14_R45";0,01358;0;NA
"2779";"Diesel";"M15";"R45";"D_M15_R45";0,01275;2e-04;NA
"2780";"Diesel";"M16";"R45";"D_M16_R45";0,00864;0,8532;"*"
"2781";"Diesel";"M17";"R45";"D_M17_R45";0,00882;0,8532;"*"
"2782";"Diesel";"M18";"R45";"D_M18_R45";0,00901;0,7441;"*"
"2783";"Diesel";"M21";"R45";"D_M21_R45";0,00928;0,5538;"*"
"2784";"Diesel";"M22";"R45";"D_M22_R45";0,01444;0;NA
"2785";"Diesel";"M23";"R45";"D_M23_R45";0,01366;0;NA
"2786";"Diesel";"M24";"R45";"D_M24_R45";0,0136;0;NA
"2787";"Diesel";"M25";"R45";"D_M25_R45";0,01265;7e-04;NA
"2788";"Diesel";"M26";"R45";"D_M26_R45";0,00882;0,8532;"*"
"2789";"Diesel";"M27";"R45";"D_M27_R45";0,00909;0,757;"*"
"2790";"Diesel";"M28";"R45";"D_M28_R45";0,00864;0,8532;"*"
"2791";"Diesel";"VECM";"R46";"D_VECM_R46";0,01069;0,0831;NA
"2792";"Diesel";"VECM2";"R46";"D_VECM2_R46";0,01035;0,3212;"*"
"2793";"Diesel";"M1";"R46";"D_M1_R46";0,01013;0,2882;"*"
"2794";"Diesel";"M12";"R46";"D_M12_R46";0,01654;0;NA
"2795";"Diesel";"M13";"R46";"D_M13_R46";0,01489;0;NA
"2796";"Diesel";"M14";"R46";"D_M14_R46";0,01525;0;NA
"2797";"Diesel";"M15";"R46";"D_M15_R46";0,01343;3e-04;NA
"2798";"Diesel";"M16";"R46";"D_M16_R46";0,01008;0,3212;"*"
"2799";"Diesel";"M17";"R46";"D_M17_R46";0,00979;0,5949;"*"
"2800";"Diesel";"M18";"R46";"D_M18_R46";0,00954;1;"*"
"2801";"Diesel";"M21";"R46";"D_M21_R46";0,00992;0,5949;"*"
"2802";"Diesel";"M22";"R46";"D_M22_R46";0,0163;0;NA
"2803";"Diesel";"M23";"R46";"D_M23_R46";0,01456;0;NA
"2804";"Diesel";"M24";"R46";"D_M24_R46";0,01511;0;NA
"2805";"Diesel";"M25";"R46";"D_M25_R46";0,01318;7e-04;NA
"2806";"Diesel";"M26";"R46";"D_M26_R46";0,00979;0,5949;"*"
"2807";"Diesel";"M27";"R46";"D_M27_R46";0,00993;0,5906;"*"
"2808";"Diesel";"M28";"R46";"D_M28_R46";0,00994;0,3514;"*"
"2809";"Diesel";"VECM";"R47";"D_VECM_R47";0,00942;0,3383;"*"
"2810";"Diesel";"VECM2";"R47";"D_VECM2_R47";0,00928;0,3948;"*"
"2811";"Diesel";"M1";"R47";"D_M1_R47";0,00961;0,114;"**"
"2812";"Diesel";"M12";"R47";"D_M12_R47";0,01505;0;NA
"2813";"Diesel";"M13";"R47";"D_M13_R47";0,01448;0;NA
"2814";"Diesel";"M14";"R47";"D_M14_R47";0,01426;0;NA
"2815";"Diesel";"M15";"R47";"D_M15_R47";0,01341;0;NA
"2816";"Diesel";"M16";"R47";"D_M16_R47";0,00965;0,0042;NA
"2817";"Diesel";"M17";"R47";"D_M17_R47";0,00945;0,2912;"*"
"2818";"Diesel";"M18";"R47";"D_M18_R47";0,00886;1;"*"
"2819";"Diesel";"M21";"R47";"D_M21_R47";0,00914;0,3948;"*"
"2820";"Diesel";"M22";"R47";"D_M22_R47";0,01485;0;NA
"2821";"Diesel";"M23";"R47";"D_M23_R47";0,01424;0;NA
"2822";"Diesel";"M24";"R47";"D_M24_R47";0,01404;0;NA
"2823";"Diesel";"M25";"R47";"D_M25_R47";0,01331;0;NA
"2824";"Diesel";"M26";"R47";"D_M26_R47";0,00918;0,3948;"*"
"2825";"Diesel";"M27";"R47";"D_M27_R47";0,00961;0,114;"**"
"2826";"Diesel";"M28";"R47";"D_M28_R47";0,00924;0,3322;"*"
"2827";"Diesel";"VECM";"R48";"D_VECM_R48";0,00976;0,0095;NA
"2828";"Diesel";"VECM2";"R48";"D_VECM2_R48";0,00794;1;"*"
"2829";"Diesel";"M1";"R48";"D_M1_R48";0,00852;0,8504;"*"
"2830";"Diesel";"M12";"R48";"D_M12_R48";0,01564;0;NA
"2831";"Diesel";"M13";"R48";"D_M13_R48";0,01511;0;NA
"2832";"Diesel";"M14";"R48";"D_M14_R48";0,01487;0;NA
"2833";"Diesel";"M15";"R48";"D_M15_R48";0,01401;0;NA
"2834";"Diesel";"M16";"R48";"D_M16_R48";0,00837;0,8504;"*"
"2835";"Diesel";"M17";"R48";"D_M17_R48";0,00858;0,8504;"*"
"2836";"Diesel";"M18";"R48";"D_M18_R48";0,00836;0,8504;"*"
"2837";"Diesel";"M21";"R48";"D_M21_R48";0,00864;0,8504;"*"
"2838";"Diesel";"M22";"R48";"D_M22_R48";0,01562;0;NA
"2839";"Diesel";"M23";"R48";"D_M23_R48";0,01486;0;NA
"2840";"Diesel";"M24";"R48";"D_M24_R48";0,01488;0;NA
"2841";"Diesel";"M25";"R48";"D_M25_R48";0,01384;0;NA
"2842";"Diesel";"M26";"R48";"D_M26_R48";0,00845;0,8504;"*"
"2843";"Diesel";"M27";"R48";"D_M27_R48";0,00862;0,8504;"*"
"2844";"Diesel";"M28";"R48";"D_M28_R48";0,00845;0,8504;"*"
"2845";"Diesel";"VECM";"R49";"D_VECM_R49";0,00845;0,0534;NA
"2846";"Diesel";"VECM2";"R49";"D_VECM2_R49";0,00824;0,1318;"**"
"2847";"Diesel";"M1";"R49";"D_M1_R49";0,00774;0,0371;NA
"2848";"Diesel";"M12";"R49";"D_M12_R49";0,01441;0;NA
"2849";"Diesel";"M13";"R49";"D_M13_R49";0,01327;0;NA
"2850";"Diesel";"M14";"R49";"D_M14_R49";0,01345;0;NA
"2851";"Diesel";"M15";"R49";"D_M15_R49";0,0123;0;NA
"2852";"Diesel";"M16";"R49";"D_M16_R49";0,00742;0,2391;"*"
"2853";"Diesel";"M17";"R49";"D_M17_R49";0,00768;0,0371;NA
"2854";"Diesel";"M18";"R49";"D_M18_R49";0,00698;1;"*"
"2855";"Diesel";"M21";"R49";"D_M21_R49";0,0076;0,2391;"*"
"2856";"Diesel";"M22";"R49";"D_M22_R49";0,01436;0;NA
"2857";"Diesel";"M23";"R49";"D_M23_R49";0,0131;0;NA
"2858";"Diesel";"M24";"R49";"D_M24_R49";0,01327;0;NA
"2859";"Diesel";"M25";"R49";"D_M25_R49";0,01209;0;NA
"2860";"Diesel";"M26";"R49";"D_M26_R49";0,00728;0,2391;"*"
"2861";"Diesel";"M27";"R49";"D_M27_R49";0,00757;0,2391;"*"
"2862";"Diesel";"M28";"R49";"D_M28_R49";0,00736;0,2391;"*"
"2863";"Diesel";"VECM";"R50";"D_VECM_R50";0,01166;0,2612;"*"
"2864";"Diesel";"VECM2";"R50";"D_VECM2_R50";0,01072;0,6599;"*"
"2865";"Diesel";"M1";"R50";"D_M1_R50";0,01071;0,3804;"*"
"2866";"Diesel";"M12";"R50";"D_M12_R50";0,01516;0;NA
"2867";"Diesel";"M13";"R50";"D_M13_R50";0,01453;1e-04;NA
"2868";"Diesel";"M14";"R50";"D_M14_R50";0,01404;4e-04;NA
"2869";"Diesel";"M15";"R50";"D_M15_R50";0,01357;0,0024;NA
"2870";"Diesel";"M16";"R50";"D_M16_R50";0,0105;0,5396;"*"
"2871";"Diesel";"M17";"R50";"D_M17_R50";0,01069;0,3527;"*"
"2872";"Diesel";"M18";"R50";"D_M18_R50";0,01018;1;"*"
"2873";"Diesel";"M21";"R50";"D_M21_R50";0,01112;0,1265;"**"
"2874";"Diesel";"M22";"R50";"D_M22_R50";0,01499;0;NA
"2875";"Diesel";"M23";"R50";"D_M23_R50";0,01419;3e-04;NA
"2876";"Diesel";"M24";"R50";"D_M24_R50";0,01398;5e-04;NA
"2877";"Diesel";"M25";"R50";"D_M25_R50";0,01332;0,011;NA
"2878";"Diesel";"M26";"R50";"D_M26_R50";0,0104;0,6599;"*"
"2879";"Diesel";"M27";"R50";"D_M27_R50";0,01076;0,3102;"*"
"2880";"Diesel";"M28";"R50";"D_M28_R50";0,01075;0,1265;"**"
"2881";"Diesel";"VECM";"R51";"D_VECM_R51";0,01274;0;NA
"2882";"Diesel";"VECM2";"R51";"D_VECM2_R51";0,01254;0;NA
"2883";"Diesel";"M1";"R51";"D_M1_R51";0,01007;0,546;"*"
"2884";"Diesel";"M12";"R51";"D_M12_R51";0,01596;0;NA
"2885";"Diesel";"M13";"R51";"D_M13_R51";0,01476;0;NA
"2886";"Diesel";"M14";"R51";"D_M14_R51";0,01487;0;NA
"2887";"Diesel";"M15";"R51";"D_M15_R51";0,01342;7e-04;NA
"2888";"Diesel";"M16";"R51";"D_M16_R51";0,01034;0,3723;"*"
"2889";"Diesel";"M17";"R51";"D_M17_R51";0,01008;0,5216;"*"
"2890";"Diesel";"M18";"R51";"D_M18_R51";0,01012;0,546;"*"
"2891";"Diesel";"M21";"R51";"D_M21_R51";0,00975;1;"*"
"2892";"Diesel";"M22";"R51";"D_M22_R51";0,01577;0;NA
"2893";"Diesel";"M23";"R51";"D_M23_R51";0,01454;0;NA
"2894";"Diesel";"M24";"R51";"D_M24_R51";0,01473;0;NA
"2895";"Diesel";"M25";"R51";"D_M25_R51";0,0133;8e-04;NA
"2896";"Diesel";"M26";"R51";"D_M26_R51";0,00989;0,5767;"*"
"2897";"Diesel";"M27";"R51";"D_M27_R51";0,0101;0,546;"*"
"2898";"Diesel";"M28";"R51";"D_M28_R51";0,01017;0,546;"*"
"2899";"Diesel";"VECM";"R52";"D_VECM_R52";0,01013;1e-04;NA
"2900";"Diesel";"VECM2";"R52";"D_VECM2_R52";0,00849;0,3837;"*"
"2901";"Diesel";"M1";"R52";"D_M1_R52";0,008;0,7551;"*"
"2902";"Diesel";"M12";"R52";"D_M12_R52";0,01311;0;NA
"2903";"Diesel";"M13";"R52";"D_M13_R52";0,01284;1e-04;NA
"2904";"Diesel";"M14";"R52";"D_M14_R52";0,01238;1e-04;NA
"2905";"Diesel";"M15";"R52";"D_M15_R52";0,01181;0,0021;NA
"2906";"Diesel";"M16";"R52";"D_M16_R52";0,0079;0,7858;"*"
"2907";"Diesel";"M17";"R52";"D_M17_R52";0,00799;0,7858;"*"
"2908";"Diesel";"M18";"R52";"D_M18_R52";0,00769;1;"*"
"2909";"Diesel";"M21";"R52";"D_M21_R52";0,00794;0,7858;"*"
"2910";"Diesel";"M22";"R52";"D_M22_R52";0,01324;0;NA
"2911";"Diesel";"M23";"R52";"D_M23_R52";0,01285;1e-04;NA
"2912";"Diesel";"M24";"R52";"D_M24_R52";0,0125;1e-04;NA
"2913";"Diesel";"M25";"R52";"D_M25_R52";0,01189;0,0012;NA
"2914";"Diesel";"M26";"R52";"D_M26_R52";0,00794;0,7858;"*"
"2915";"Diesel";"M27";"R52";"D_M27_R52";0,00796;0,7858;"*"
"2916";"Diesel";"M28";"R52";"D_M28_R52";0,00834;0,3837;"*"
"2917";"Diesel";"VECM";"R53";"D_VECM_R53";0,01059;0,3643;"*"
"2918";"Diesel";"VECM2";"R53";"D_VECM2_R53";0,00978;0,9084;"*"
"2919";"Diesel";"M1";"R53";"D_M1_R53";0,00998;0,5819;"*"
"2920";"Diesel";"M12";"R53";"D_M12_R53";0,01815;0;NA
"2921";"Diesel";"M13";"R53";"D_M13_R53";0,01732;0;NA
"2922";"Diesel";"M14";"R53";"D_M14_R53";0,01707;0;NA
"2923";"Diesel";"M15";"R53";"D_M15_R53";0,01599;0;NA
"2924";"Diesel";"M16";"R53";"D_M16_R53";0,00958;1;"*"
"2925";"Diesel";"M17";"R53";"D_M17_R53";0,01007;0,3643;"*"
"2926";"Diesel";"M18";"R53";"D_M18_R53";0,01002;0,7001;"*"
"2927";"Diesel";"M21";"R53";"D_M21_R53";0,00991;0,7646;"*"
"2928";"Diesel";"M22";"R53";"D_M22_R53";0,01789;0;NA
"2929";"Diesel";"M23";"R53";"D_M23_R53";0,01695;0;NA
"2930";"Diesel";"M24";"R53";"D_M24_R53";0,01679;0;NA
"2931";"Diesel";"M25";"R53";"D_M25_R53";0,01571;0;NA
"2932";"Diesel";"M26";"R53";"D_M26_R53";0,00981;0,7646;"*"
"2933";"Diesel";"M27";"R53";"D_M27_R53";0,00972;0,9084;"*"
"2934";"Diesel";"M28";"R53";"D_M28_R53";0,00964;0,9084;"*"
"2935";"Diesel";"VECM";"R54";"D_VECM_R54";0,01113;0,0264;NA
"2936";"Diesel";"VECM2";"R54";"D_VECM2_R54";0,01107;0,0672;NA
"2937";"Diesel";"M1";"R54";"D_M1_R54";0,01041;0,1685;"**"
"2938";"Diesel";"M12";"R54";"D_M12_R54";0,01626;0;NA
"2939";"Diesel";"M13";"R54";"D_M13_R54";0,01503;0;NA
"2940";"Diesel";"M14";"R54";"D_M14_R54";0,01556;0;NA
"2941";"Diesel";"M15";"R54";"D_M15_R54";0,01391;0;NA
"2942";"Diesel";"M16";"R54";"D_M16_R54";0,00999;0,9083;"*"
"2943";"Diesel";"M17";"R54";"D_M17_R54";0,01032;0,5943;"*"
"2944";"Diesel";"M18";"R54";"D_M18_R54";0,00988;1;"*"
"2945";"Diesel";"M21";"R54";"D_M21_R54";0,0099;0,9611;"*"
"2946";"Diesel";"M22";"R54";"D_M22_R54";0,0161;0;NA
"2947";"Diesel";"M23";"R54";"D_M23_R54";0,01502;0;NA
"2948";"Diesel";"M24";"R54";"D_M24_R54";0,0155;0;NA
